date,players,viewers
4-Jun-2016,550277,0
4-Jun-2016,72170,0
4-Jun-2016,66355,0
4-Jun-2016,44092,0
4-Jun-2016,39150,0
4-Jun-2016,38979,0
4-Jun-2016,12657,0
5-Jun-2016,994354,0
5-Jun-2016,574583,0
5-Jun-2016,72453,0
5-Jun-2016,70070,0
5-Jun-2016,45792,0
5-Jun-2016,40802,0
5-Jun-2016,38414,0
5-Jun-2016,14700,0
6-Jun-2016,968052,0
6-Jun-2016,552824,0
6-Jun-2016,62492,0
6-Jun-2016,56749,0
6-Jun-2016,38956,0
6-Jun-2016,38663,0
6-Jun-2016,32537,0
6-Jun-2016,12592,0
7-Jun-2016,945905,0
7-Jun-2016,543588,0
7-Jun-2016,62531,0
7-Jun-2016,56735,0
7-Jun-2016,39108,0
7-Jun-2016,36968,0
7-Jun-2016,32459,0
7-Jun-2016,12918,0
8-Jun-2016,970836,0
8-Jun-2016,543776,0
8-Jun-2016,64904,0
8-Jun-2016,56306,0
8-Jun-2016,37799,0
8-Jun-2016,34278,0
8-Jun-2016,33069,0
8-Jun-2016,13242,0
9-Jun-2016,968942,0
9-Jun-2016,549231,0
9-Jun-2016,65859,0
9-Jun-2016,55248,0
9-Jun-2016,38228,0
9-Jun-2016,37620,0
9-Jun-2016,34732,0
9-Jun-2016,13321,0
10-Jun-2016,976803,0
10-Jun-2016,501270,0
10-Jun-2016,67843,0
10-Jun-2016,56032,0
10-Jun-2016,36764,0
10-Jun-2016,34999,0
10-Jun-2016,33952,0
10-Jun-2016,13008,0
11-Jun-2016,982760,0
11-Jun-2016,515088,0
11-Jun-2016,70770,0
11-Jun-2016,61544,0
11-Jun-2016,38125,0
11-Jun-2016,37627,0
11-Jun-2016,36525,0
11-Jun-2016,14259,0
12-Jun-2016,1036733,0
12-Jun-2016,528324,0
12-Jun-2016,70890,0
12-Jun-2016,65896,0
12-Jun-2016,39416,0
12-Jun-2016,38535,0
12-Jun-2016,36673,0
12-Jun-2016,14936,0
13-Jun-2016,962167,0
13-Jun-2016,531339,0
13-Jun-2016,64363,0
13-Jun-2016,54838,0
13-Jun-2016,38521,0
13-Jun-2016,34377,0
13-Jun-2016,32396,0
13-Jun-2016,13067,0
14-Jun-2016,1008577,0
14-Jun-2016,527542,0
14-Jun-2016,63830,0
14-Jun-2016,55857,0
14-Jun-2016,39203,0
14-Jun-2016,32948,0
14-Jun-2016,31884,0
14-Jun-2016,13094,0
15-Jun-2016,901222,0
15-Jun-2016,538212,0
15-Jun-2016,66097,0
15-Jun-2016,55252,0
15-Jun-2016,38389,0
15-Jun-2016,33444,0
15-Jun-2016,29444,0
15-Jun-2016,12728,0
16-Jun-2016,884161,0
16-Jun-2016,579110,0
16-Jun-2016,66366,0
16-Jun-2016,53922,0
16-Jun-2016,35294,0
16-Jun-2016,35132,0
16-Jun-2016,32017,0
16-Jun-2016,11949,0
17-Jun-2016,955263,0
17-Jun-2016,559486,0
17-Jun-2016,68683,0
17-Jun-2016,55626,0
17-Jun-2016,41932,0
17-Jun-2016,37948,0
17-Jun-2016,35462,0
17-Jun-2016,12731,0
18-Jun-2016,950177,0
18-Jun-2016,536346,0
18-Jun-2016,68559,0
18-Jun-2016,59769,0
18-Jun-2016,40726,0
18-Jun-2016,36487,0
18-Jun-2016,35349,0
18-Jun-2016,13031,0
19-Jun-2016,915821,0
19-Jun-2016,556579,0
19-Jun-2016,66675,0
19-Jun-2016,62028,0
19-Jun-2016,40084,0
19-Jun-2016,38496,0
19-Jun-2016,36044,0
19-Jun-2016,13968,0
20-Jun-2016,889938,0
20-Jun-2016,547894,0
20-Jun-2016,66501,0
20-Jun-2016,55381,0
20-Jun-2016,40242,0
20-Jun-2016,35371,0
20-Jun-2016,32204,0
20-Jun-2016,12689,0
21-Jun-2016,889602,0
21-Jun-2016,549815,0
21-Jun-2016,64157,0
21-Jun-2016,55140,0
21-Jun-2016,53545,0
21-Jun-2016,33546,0
21-Jun-2016,30818,0
21-Jun-2016,13185,0
22-Jun-2016,875589,0
22-Jun-2016,543743,0
22-Jun-2016,62261,0
22-Jun-2016,52490,0
22-Jun-2016,48622,0
22-Jun-2016,32797,0
22-Jun-2016,28464,0
22-Jun-2016,11608,0
23-Jun-2016,941517,0
23-Jun-2016,509233,0
23-Jun-2016,64208,0
23-Jun-2016,51352,0
23-Jun-2016,45811,0
23-Jun-2016,32297,0
23-Jun-2016,29664,0
23-Jun-2016,10960,0
24-Jun-2016,934397,0
24-Jun-2016,487648,0
24-Jun-2016,64208,0
24-Jun-2016,56634,0
24-Jun-2016,49410,0
24-Jun-2016,34611,0
24-Jun-2016,32282,0
24-Jun-2016,12552,0
25-Jun-2016,996156,0
25-Jun-2016,474429,0
25-Jun-2016,64762,0
25-Jun-2016,64262,0
25-Jun-2016,48202,0
25-Jun-2016,36363,0
25-Jun-2016,33917,0
25-Jun-2016,13636,0
26-Jun-2016,1095994,0
26-Jun-2016,531215,0
26-Jun-2016,71437,0
26-Jun-2016,64986,0
26-Jun-2016,55782,0
26-Jun-2016,39456,0
26-Jun-2016,34098,0
26-Jun-2016,15357,0
27-Jun-2016,899151,0
27-Jun-2016,548910,0
27-Jun-2016,64064,0
27-Jun-2016,61812,0
27-Jun-2016,53490,0
27-Jun-2016,37827,0
27-Jun-2016,31817,0
27-Jun-2016,14500,0
28-Jun-2016,941866,0
28-Jun-2016,539921,0
28-Jun-2016,63434,0
28-Jun-2016,63290,0
28-Jun-2016,55361,0
28-Jun-2016,37431,0
28-Jun-2016,33583,0
28-Jun-2016,14724,0
29-Jun-2016,934635,0
29-Jun-2016,540124,0
29-Jun-2016,64014,0
29-Jun-2016,61751,0
29-Jun-2016,53519,0
29-Jun-2016,35122,0
29-Jun-2016,33765,0
29-Jun-2016,13985,0
30-Jun-2016,876437,0
30-Jun-2016,502427,0
30-Jun-2016,64716,0
30-Jun-2016,59767,0
30-Jun-2016,49446,0
30-Jun-2016,37859,0
30-Jun-2016,33592,0
30-Jun-2016,13644,0
1-Jul-2016,955332,0
1-Jul-2016,496846,0
1-Jul-2016,64741,0
1-Jul-2016,60612,0
1-Jul-2016,47527,0
1-Jul-2016,40057,0
1-Jul-2016,38362,0
1-Jul-2016,14275,0
2-Jul-2016,1034523,0
2-Jul-2016,472029,0
2-Jul-2016,63158,0
2-Jul-2016,63079,0
2-Jul-2016,49710,0
2-Jul-2016,37539,0
2-Jul-2016,36378,0
2-Jul-2016,15152,0
3-Jul-2016,1084198,0
3-Jul-2016,522612,0
3-Jul-2016,69680,0
3-Jul-2016,62957,0
3-Jul-2016,52094,0
3-Jul-2016,39083,0
3-Jul-2016,36533,0
3-Jul-2016,15501,0
4-Jul-2016,907396,0
4-Jul-2016,544563,0
4-Jul-2016,68666,0
4-Jul-2016,62957,0
4-Jul-2016,59141,0
4-Jul-2016,37541,0
4-Jul-2016,36652,0
4-Jul-2016,16059,0
5-Jul-2016,938774,0
5-Jul-2016,636056,0
5-Jul-2016,63976,0
5-Jul-2016,62146,0
5-Jul-2016,53872,0
5-Jul-2016,32834,0
5-Jul-2016,31990,0
5-Jul-2016,14613,0
6-Jul-2016,847444,0
6-Jul-2016,624601,0
6-Jul-2016,66416,0
6-Jul-2016,60466,0
6-Jul-2016,46217,0
6-Jul-2016,32897,0
6-Jul-2016,25985,0
6-Jul-2016,13306,0
7-Jul-2016,851606,0
7-Jul-2016,621543,0
7-Jul-2016,73553,0
7-Jul-2016,54326,0
7-Jul-2016,48387,0
7-Jul-2016,44749,0
7-Jul-2016,33125,0
7-Jul-2016,12290,0
8-Jul-2016,902646,0
8-Jul-2016,603264,0
8-Jul-2016,72643,0
8-Jul-2016,64719,0
8-Jul-2016,61553,0
8-Jul-2016,56203,0
8-Jul-2016,47319,0
8-Jul-2016,12366,0
9-Jul-2016,953051,0
9-Jul-2016,593940,0
9-Jul-2016,72573,0
9-Jul-2016,60304,0
9-Jul-2016,58312,0
9-Jul-2016,51377,0
9-Jul-2016,45212,0
9-Jul-2016,12375,0
10-Jul-2016,971591,0
10-Jul-2016,603057,0
10-Jul-2016,70336,0
10-Jul-2016,61542,0
10-Jul-2016,60098,0
10-Jul-2016,45423,0
10-Jul-2016,43616,0
10-Jul-2016,12312,0
11-Jul-2016,834216,0
11-Jul-2016,577920,0
11-Jul-2016,70130,0
11-Jul-2016,57561,0
11-Jul-2016,55180,0
11-Jul-2016,49351,0
11-Jul-2016,40870,0
11-Jul-2016,12206,0
12-Jul-2016,868018,0
12-Jul-2016,558089,0
12-Jul-2016,67906,0
12-Jul-2016,53209,0
12-Jul-2016,51859,0
12-Jul-2016,47370,0
12-Jul-2016,40137,0
12-Jul-2016,12164,0
13-Jul-2016,832214,0
13-Jul-2016,547281,0
13-Jul-2016,67621,0
13-Jul-2016,50136,0
13-Jul-2016,45372,0
13-Jul-2016,39777,0
13-Jul-2016,37426,0
13-Jul-2016,12314,0
14-Jul-2016,869082,0
14-Jul-2016,540624,0
14-Jul-2016,70298,0
14-Jul-2016,49113,0
14-Jul-2016,46503,0
14-Jul-2016,44910,0
14-Jul-2016,36239,0
14-Jul-2016,11953,0
15-Jul-2016,910739,0
15-Jul-2016,508026,0
15-Jul-2016,68219,0
15-Jul-2016,49338,0
15-Jul-2016,47565,0
15-Jul-2016,42637,0
15-Jul-2016,41052,0
15-Jul-2016,11303,0
16-Jul-2016,972512,0
16-Jul-2016,493896,0
16-Jul-2016,67615,0
16-Jul-2016,48923,0
16-Jul-2016,46639,0
16-Jul-2016,42490,0
16-Jul-2016,37231,0
16-Jul-2016,11854,0
17-Jul-2016,883939,0
17-Jul-2016,538171,0
17-Jul-2016,66550,0
17-Jul-2016,53365,0
17-Jul-2016,48402,0
17-Jul-2016,47726,0
17-Jul-2016,36740,0
17-Jul-2016,12334,0
18-Jul-2016,923904,0
18-Jul-2016,538791,0
18-Jul-2016,69018,0
18-Jul-2016,49931,0
18-Jul-2016,45993,0
18-Jul-2016,44132,0
18-Jul-2016,34377,0
18-Jul-2016,11504,0
19-Jul-2016,932897,0
19-Jul-2016,522099,0
19-Jul-2016,66201,0
19-Jul-2016,48258,0
19-Jul-2016,43214,0
19-Jul-2016,39798,0
19-Jul-2016,33281,0
19-Jul-2016,11212,0
20-Jul-2016,940417,0
20-Jul-2016,520145,0
20-Jul-2016,66243,0
20-Jul-2016,47597,0
20-Jul-2016,42004,0
20-Jul-2016,35542,0
20-Jul-2016,32618,0
20-Jul-2016,10748,0
21-Jul-2016,864108,0
21-Jul-2016,507375,0
21-Jul-2016,66723,0
21-Jul-2016,46825,0
21-Jul-2016,41482,0
21-Jul-2016,35646,0
21-Jul-2016,32560,0
21-Jul-2016,11081,0
22-Jul-2016,899179,0
22-Jul-2016,495506,0
22-Jul-2016,66048,0
22-Jul-2016,45464,0
22-Jul-2016,41081,0
22-Jul-2016,37758,0
22-Jul-2016,32505,0
22-Jul-2016,11234,0
23-Jul-2016,959735,0
23-Jul-2016,480140,0
23-Jul-2016,61494,0
23-Jul-2016,43893,0
23-Jul-2016,43390,0
23-Jul-2016,37124,0
23-Jul-2016,33143,0
23-Jul-2016,11261,0
24-Jul-2016,950579,0
24-Jul-2016,514561,0
24-Jul-2016,65196,0
24-Jul-2016,48031,0
24-Jul-2016,46716,0
24-Jul-2016,38656,0
24-Jul-2016,32507,0
24-Jul-2016,11850,0
25-Jul-2016,941567,0
25-Jul-2016,525138,0
25-Jul-2016,65707,0
25-Jul-2016,48313,0
25-Jul-2016,42660,0
25-Jul-2016,36707,0
25-Jul-2016,31472,0
25-Jul-2016,12052,0
26-Jul-2016,945911,0
26-Jul-2016,515314,0
26-Jul-2016,66982,0
26-Jul-2016,46146,0
26-Jul-2016,41484,0
26-Jul-2016,34709,0
26-Jul-2016,30337,0
26-Jul-2016,12347,0
27-Jul-2016,922817,0
27-Jul-2016,522446,0
27-Jul-2016,66249,0
27-Jul-2016,45660,0
27-Jul-2016,40359,0
27-Jul-2016,31734,0
27-Jul-2016,31112,0
27-Jul-2016,12264,0
28-Jul-2016,772739,0
28-Jul-2016,519175,0
28-Jul-2016,67933,0
28-Jul-2016,45528,0
28-Jul-2016,36168,0
28-Jul-2016,32679,0
28-Jul-2016,32409,0
28-Jul-2016,16597,0
29-Jul-2016,1050910,0
29-Jul-2016,496361,0
29-Jul-2016,69157,0
29-Jul-2016,53277,0
29-Jul-2016,43612,0
29-Jul-2016,39341,0
29-Jul-2016,34763,0
29-Jul-2016,30821,0
30-Jul-2016,1028542,0
30-Jul-2016,483239,0
30-Jul-2016,66915,0
30-Jul-2016,59916,0
30-Jul-2016,41922,0
30-Jul-2016,37520,0
30-Jul-2016,35853,0
30-Jul-2016,33301,0
31-Jul-2016,982324,0
31-Jul-2016,530920,0
31-Jul-2016,67951,0
31-Jul-2016,67591,0
31-Jul-2016,47083,0
31-Jul-2016,39536,0
31-Jul-2016,36959,0
31-Jul-2016,35284,0
1-Aug-2016,853948,0
1-Aug-2016,533460,0
1-Aug-2016,66950,0
1-Aug-2016,60012,0
1-Aug-2016,46260,0
1-Aug-2016,32492,0
1-Aug-2016,32314,0
1-Aug-2016,31834,0
2-Aug-2016,857039,0
2-Aug-2016,524743,0
2-Aug-2016,66522,0
2-Aug-2016,58384,0
2-Aug-2016,45023,0
2-Aug-2016,30948,0
2-Aug-2016,28891,0
2-Aug-2016,28545,0
3-Aug-2016,847193,0
3-Aug-2016,506605,0
3-Aug-2016,63809,0
3-Aug-2016,56441,0
3-Aug-2016,43644,0
3-Aug-2016,29912,0
3-Aug-2016,24685,0
3-Aug-2016,24009,0
4-Aug-2016,856402,0
4-Aug-2016,522620,0
4-Aug-2016,65647,0
4-Aug-2016,55346,0
4-Aug-2016,48550,0
4-Aug-2016,43179,0
4-Aug-2016,30594,0
4-Aug-2016,22611,0
5-Aug-2016,887038,0
5-Aug-2016,487626,0
5-Aug-2016,65494,0
5-Aug-2016,51987,0
5-Aug-2016,47538,0
5-Aug-2016,41739,0
5-Aug-2016,29782,0
5-Aug-2016,20796,0
6-Aug-2016,946299,0
6-Aug-2016,484652,0
6-Aug-2016,66790,0
6-Aug-2016,54964,0
6-Aug-2016,45402,0
6-Aug-2016,42583,0
6-Aug-2016,32210,0
6-Aug-2016,21023,0
7-Aug-2016,908839,0
7-Aug-2016,508886,0
7-Aug-2016,64879,0
7-Aug-2016,58588,0
7-Aug-2016,46581,0
7-Aug-2016,45044,0
7-Aug-2016,31165,0
7-Aug-2016,20572,0
8-Aug-2016,1007423,0
8-Aug-2016,510803,0
8-Aug-2016,66010,0
8-Aug-2016,51476,0
8-Aug-2016,46546,0
8-Aug-2016,43918,0
8-Aug-2016,29562,0
8-Aug-2016,18470,0
9-Aug-2016,1016288,0
9-Aug-2016,510256,0
9-Aug-2016,65347,0
9-Aug-2016,50821,0
9-Aug-2016,45890,0
9-Aug-2016,42367,0
9-Aug-2016,29252,0
9-Aug-2016,19791,0
10-Aug-2016,868027,0
10-Aug-2016,519980,0
10-Aug-2016,62864,0
10-Aug-2016,48206,0
10-Aug-2016,44469,0
10-Aug-2016,42552,0
10-Aug-2016,27936,0
10-Aug-2016,17909,0
11-Aug-2016,877254,0
11-Aug-2016,514947,0
11-Aug-2016,64721,0
11-Aug-2016,46557,0
11-Aug-2016,44809,0
11-Aug-2016,44309,0
11-Aug-2016,29468,0
11-Aug-2016,17883,0
12-Aug-2016,1025898,0
12-Aug-2016,495372,0
12-Aug-2016,66536,0
12-Aug-2016,46006,0
12-Aug-2016,44664,0
12-Aug-2016,41532,0
12-Aug-2016,32870,0
12-Aug-2016,17302,0
13-Aug-2016,1096936,0
13-Aug-2016,476202,0
13-Aug-2016,66451,0
13-Aug-2016,47791,0
13-Aug-2016,45313,0
13-Aug-2016,41711,0
13-Aug-2016,32167,0
13-Aug-2016,17568,0
14-Aug-2016,1117159,0
14-Aug-2016,526431,0
14-Aug-2016,67032,0
14-Aug-2016,51741,0
14-Aug-2016,49255,0
14-Aug-2016,45134,0
14-Aug-2016,31253,0
14-Aug-2016,18422,0
15-Aug-2016,1009525,0
15-Aug-2016,529509,0
15-Aug-2016,64477,0
15-Aug-2016,46231,0
15-Aug-2016,46004,0
15-Aug-2016,44887,0
15-Aug-2016,29388,0
15-Aug-2016,17348,0
16-Aug-2016,950802,0
16-Aug-2016,524122,0
16-Aug-2016,63197,0
16-Aug-2016,44589,0
16-Aug-2016,43555,0
16-Aug-2016,43553,0
16-Aug-2016,27735,0
16-Aug-2016,16913,0
17-Aug-2016,937666,0
17-Aug-2016,526919,0
17-Aug-2016,59941,0
17-Aug-2016,42967,0
17-Aug-2016,42872,0
17-Aug-2016,40238,0
17-Aug-2016,27962,0
17-Aug-2016,15847,0
18-Aug-2016,999632,0
18-Aug-2016,520657,0
18-Aug-2016,64510,0
18-Aug-2016,43062,0
18-Aug-2016,42190,0
18-Aug-2016,41996,0
18-Aug-2016,27840,0
18-Aug-2016,16699,0
19-Aug-2016,1117519,0
19-Aug-2016,536004,0
19-Aug-2016,65509,0
19-Aug-2016,47032,0
19-Aug-2016,46307,0
19-Aug-2016,43036,0
19-Aug-2016,41307,0
19-Aug-2016,16672,0
20-Aug-2016,1041687,0
20-Aug-2016,541896,0
20-Aug-2016,67247,0
20-Aug-2016,47776,0
20-Aug-2016,46139,0
20-Aug-2016,44304,0
20-Aug-2016,44004,0
20-Aug-2016,18147,0
21-Aug-2016,1023582,0
21-Aug-2016,584453,0
21-Aug-2016,68090,0
21-Aug-2016,50504,0
21-Aug-2016,49781,0
21-Aug-2016,48031,0
21-Aug-2016,41549,0
21-Aug-2016,19129,0
22-Aug-2016,1001926,0
22-Aug-2016,565024,0
22-Aug-2016,62578,0
22-Aug-2016,45872,0
22-Aug-2016,45021,0
22-Aug-2016,43165,0
22-Aug-2016,36742,0
22-Aug-2016,16422,0
23-Aug-2016,895178,0
23-Aug-2016,541912,0
23-Aug-2016,60665,0
23-Aug-2016,43232,0
23-Aug-2016,41595,0
23-Aug-2016,40279,0
23-Aug-2016,38719,0
23-Aug-2016,15876,0
24-Aug-2016,992383,0
24-Aug-2016,550787,0
24-Aug-2016,60238,0
24-Aug-2016,43325,0
24-Aug-2016,39195,0
24-Aug-2016,38489,0
24-Aug-2016,37288,0
24-Aug-2016,15318,0
25-Aug-2016,951103,0
25-Aug-2016,544806,0
25-Aug-2016,62567,0
25-Aug-2016,43615,0
25-Aug-2016,38028,0
25-Aug-2016,37841,0
25-Aug-2016,37732,0
25-Aug-2016,15562,0
26-Aug-2016,1007106,0
26-Aug-2016,536004,0
26-Aug-2016,66609,0
26-Aug-2016,43623,0
26-Aug-2016,42545,0
26-Aug-2016,40199,0
26-Aug-2016,37543,0
26-Aug-2016,15990,0
27-Aug-2016,1054773,0
27-Aug-2016,546000,0
27-Aug-2016,72111,0
27-Aug-2016,44864,0
27-Aug-2016,42493,0
27-Aug-2016,42330,0
27-Aug-2016,40542,0
27-Aug-2016,17733,0
28-Aug-2016,1069334,0
28-Aug-2016,599095,0
28-Aug-2016,71570,0
28-Aug-2016,48478,0
28-Aug-2016,46996,0
28-Aug-2016,42322,0
28-Aug-2016,41849,0
28-Aug-2016,18953,0
29-Aug-2016,1008354,0
29-Aug-2016,590423,0
29-Aug-2016,64100,0
29-Aug-2016,46476,0
29-Aug-2016,39521,0
29-Aug-2016,35912,0
29-Aug-2016,35678,0
29-Aug-2016,16200,0
30-Aug-2016,963143,0
30-Aug-2016,574058,0
30-Aug-2016,61706,0
30-Aug-2016,43209,0
30-Aug-2016,37048,0
30-Aug-2016,33767,0
30-Aug-2016,30229,0
30-Aug-2016,14706,0
31-Aug-2016,989275,0
31-Aug-2016,533338,0
31-Aug-2016,58213,0
31-Aug-2016,42052,0
31-Aug-2016,35116,0
31-Aug-2016,31723,0
31-Aug-2016,23534,0
31-Aug-2016,14063,0
1-Sep-2016,874030,0
1-Sep-2016,515410,0
1-Sep-2016,62090,0
1-Sep-2016,42867,0
1-Sep-2016,39751,0
1-Sep-2016,33040,0
1-Sep-2016,33036,0
1-Sep-2016,12182,0
2-Sep-2016,939022,0
2-Sep-2016,557799,0
2-Sep-2016,64292,0
2-Sep-2016,48081,0
2-Sep-2016,42317,0
2-Sep-2016,41988,0
2-Sep-2016,35814,0
2-Sep-2016,13260,0
3-Sep-2016,1064377,0
3-Sep-2016,573314,0
3-Sep-2016,73838,0
3-Sep-2016,54793,0
3-Sep-2016,50682,0
3-Sep-2016,43141,0
3-Sep-2016,39151,0
3-Sep-2016,14956,0
4-Sep-2016,1046892,0
4-Sep-2016,574341,0
4-Sep-2016,72991,0
4-Sep-2016,63242,0
4-Sep-2016,50800,0
4-Sep-2016,46008,0
4-Sep-2016,36897,0
4-Sep-2016,15281,0
5-Sep-2016,961806,0
5-Sep-2016,572226,0
5-Sep-2016,71562,0
5-Sep-2016,64817,0
5-Sep-2016,47110,0
5-Sep-2016,46875,0
5-Sep-2016,33560,0
5-Sep-2016,14332,0
6-Sep-2016,952043,0
6-Sep-2016,530141,0
6-Sep-2016,56976,0
6-Sep-2016,53058,0
6-Sep-2016,40812,0
6-Sep-2016,37984,0
6-Sep-2016,28619,0
6-Sep-2016,12339,0
7-Sep-2016,939048,0
7-Sep-2016,544146,0
7-Sep-2016,55337,0
7-Sep-2016,51943,0
7-Sep-2016,42251,0
7-Sep-2016,35337,0
7-Sep-2016,28672,0
7-Sep-2016,13235,0
8-Sep-2016,965343,0
8-Sep-2016,525664,0
8-Sep-2016,57525,0
8-Sep-2016,51493,0
8-Sep-2016,44014,0
8-Sep-2016,36339,0
8-Sep-2016,27834,0
8-Sep-2016,13311,0
9-Sep-2016,925155,0
9-Sep-2016,571421,0
9-Sep-2016,76167,0
9-Sep-2016,59687,0
9-Sep-2016,53832,0
9-Sep-2016,39542,0
9-Sep-2016,34332,0
9-Sep-2016,14356,0
10-Sep-2016,1017684,0
10-Sep-2016,600316,0
10-Sep-2016,79413,0
10-Sep-2016,72957,0
10-Sep-2016,63265,0
10-Sep-2016,44743,0
10-Sep-2016,36103,0
10-Sep-2016,16908,0
11-Sep-2016,1047489,0
11-Sep-2016,596331,0
11-Sep-2016,80025,0
11-Sep-2016,74255,0
11-Sep-2016,67442,0
11-Sep-2016,45534,0
11-Sep-2016,34545,0
11-Sep-2016,17143,0
12-Sep-2016,949933,0
12-Sep-2016,539113,0
12-Sep-2016,68788,0
12-Sep-2016,56812,0
12-Sep-2016,52519,0
12-Sep-2016,35496,0
12-Sep-2016,27169,0
12-Sep-2016,13919,0
13-Sep-2016,955281,0
13-Sep-2016,528193,0
13-Sep-2016,61053,0
13-Sep-2016,52231,0
13-Sep-2016,48921,0
13-Sep-2016,32708,0
13-Sep-2016,26675,0
13-Sep-2016,17245,0
14-Sep-2016,876337,0
14-Sep-2016,495370,0
14-Sep-2016,56181,0
14-Sep-2016,50961,0
14-Sep-2016,48100,0
14-Sep-2016,28929,0
14-Sep-2016,26575,0
14-Sep-2016,16086,0
15-Sep-2016,877136,0
15-Sep-2016,530380,0
15-Sep-2016,57467,0
15-Sep-2016,53770,0
15-Sep-2016,47330,0
15-Sep-2016,34257,0
15-Sep-2016,26078,0
15-Sep-2016,15217,0
16-Sep-2016,938429,0
16-Sep-2016,588619,0
16-Sep-2016,62199,0
16-Sep-2016,61065,0
16-Sep-2016,51704,0
16-Sep-2016,38333,0
16-Sep-2016,30488,0
16-Sep-2016,16066,0
17-Sep-2016,992073,0
17-Sep-2016,638360,0
17-Sep-2016,74797,0
17-Sep-2016,63489,0
17-Sep-2016,60772,0
17-Sep-2016,43898,0
17-Sep-2016,34061,0
17-Sep-2016,17630,0
18-Sep-2016,934347,0
18-Sep-2016,637515,0
18-Sep-2016,71926,0
18-Sep-2016,65281,0
18-Sep-2016,64718,0
18-Sep-2016,43963,0
18-Sep-2016,32587,0
18-Sep-2016,18114,0
19-Sep-2016,876777,0
19-Sep-2016,564818,0
19-Sep-2016,57660,0
19-Sep-2016,54098,0
19-Sep-2016,50149,0
19-Sep-2016,34489,0
19-Sep-2016,26411,0
19-Sep-2016,14636,0
20-Sep-2016,843493,0
20-Sep-2016,558376,0
20-Sep-2016,54797,0
20-Sep-2016,53277,0
20-Sep-2016,47861,0
20-Sep-2016,31679,0
20-Sep-2016,25816,0
20-Sep-2016,14284,0
21-Sep-2016,839727,0
21-Sep-2016,553994,0
21-Sep-2016,51113,0
21-Sep-2016,50638,0
21-Sep-2016,46645,0
21-Sep-2016,29319,0
21-Sep-2016,24990,0
21-Sep-2016,13535,0
22-Sep-2016,871261,0
22-Sep-2016,555269,0
22-Sep-2016,55412,0
22-Sep-2016,51560,0
22-Sep-2016,45153,0
22-Sep-2016,31528,0
22-Sep-2016,27908,0
22-Sep-2016,13829,0
23-Sep-2016,982236,0
23-Sep-2016,601253,0
23-Sep-2016,60752,0
23-Sep-2016,54657,0
23-Sep-2016,46193,0
23-Sep-2016,36350,0
23-Sep-2016,32939,0
23-Sep-2016,15250,0
24-Sep-2016,1048369,0
24-Sep-2016,613028,0
24-Sep-2016,66991,0
24-Sep-2016,56972,0
24-Sep-2016,56495,0
24-Sep-2016,40226,0
24-Sep-2016,33506,0
24-Sep-2016,17520,0
25-Sep-2016,1025262,0
25-Sep-2016,609126,0
25-Sep-2016,68825,0
25-Sep-2016,61544,0
25-Sep-2016,59264,0
25-Sep-2016,40927,0
25-Sep-2016,32689,0
25-Sep-2016,17246,0
26-Sep-2016,929709,0
26-Sep-2016,540141,0
26-Sep-2016,53586,0
26-Sep-2016,52376,0
26-Sep-2016,46425,0
26-Sep-2016,31128,0
26-Sep-2016,26344,0
26-Sep-2016,14030,0
27-Sep-2016,823318,0
27-Sep-2016,538047,0
27-Sep-2016,51528,0
27-Sep-2016,46962,0
27-Sep-2016,44527,0
27-Sep-2016,29414,0
27-Sep-2016,25037,0
27-Sep-2016,13249,0
28-Sep-2016,796064,0
28-Sep-2016,519062,0
28-Sep-2016,50407,0
28-Sep-2016,47185,0
28-Sep-2016,43407,0
28-Sep-2016,26811,0
28-Sep-2016,25232,0
28-Sep-2016,14040,0
29-Sep-2016,823204,0
29-Sep-2016,548209,0
29-Sep-2016,51762,0
29-Sep-2016,47652,0
29-Sep-2016,41656,0
29-Sep-2016,28714,0
29-Sep-2016,26092,0
29-Sep-2016,13631,0
30-Sep-2016,907927,0
30-Sep-2016,590230,0
30-Sep-2016,57054,0
30-Sep-2016,52476,0
30-Sep-2016,45389,0
30-Sep-2016,32834,0
30-Sep-2016,31947,0
30-Sep-2016,15870,0
1-Oct-2016,956207,0
1-Oct-2016,613097,0
1-Oct-2016,66566,0
1-Oct-2016,55813,0
1-Oct-2016,55109,0
1-Oct-2016,38134,0
1-Oct-2016,33380,0
1-Oct-2016,18569,0
2-Oct-2016,924284,0
2-Oct-2016,598950,0
2-Oct-2016,68263,0
2-Oct-2016,59587,0
2-Oct-2016,55884,0
2-Oct-2016,38104,0
2-Oct-2016,32501,0
2-Oct-2016,19372,0
3-Oct-2016,925861,0
3-Oct-2016,559436,0
3-Oct-2016,53332,0
3-Oct-2016,51082,0
3-Oct-2016,47338,0
3-Oct-2016,28847,0
3-Oct-2016,26569,0
3-Oct-2016,16227,0
4-Oct-2016,812146,0
4-Oct-2016,552031,0
4-Oct-2016,55976,0
4-Oct-2016,44260,0
4-Oct-2016,43115,0
4-Oct-2016,25542,0
4-Oct-2016,24994,0
4-Oct-2016,15322,0
5-Oct-2016,846864,0
5-Oct-2016,556320,0
5-Oct-2016,54049,0
5-Oct-2016,43793,0
5-Oct-2016,41770,0
5-Oct-2016,24652,0
5-Oct-2016,21652,0
5-Oct-2016,15114,0
6-Oct-2016,846536,0
6-Oct-2016,554221,0
6-Oct-2016,53028,0
6-Oct-2016,46503,0
6-Oct-2016,41722,0
6-Oct-2016,39885,0
